merk,model,bouwjaar,type_auto,brandstof,vermogen,prijs,CO2_wltp,Electric_range_km,Engine_cm3,Transmission,Mileage,Condition,Torque_Nm,Performance_0_100_sec,Seats,Engine_Size_L,Acceleration_0_60_sec,Number_of_Cylinders,Number_of_Doors,Tax,MPG,Top_Speed_mph,Mileage_MPG,Image_ID,Image_name,Genmodel_ID,Predicted_viewpoint,Image_Path
ford,escape,2010,jeep,petrol,160.69835,1254.0,,,,,,,285.0,,,,7.0,,4.0,,,,,92_9$$1$$0,Toyota$$Camry$$2000$$Green$$92_9$$1$$image_0.jpg,,315.0,
subaru,forester,2016,jeep,petrol,110.0,21953.0,185.0,0.0,1995.0,,,,207.5,,,,8.75,,,,,,,86_2$$103$$0,Subaru$$Forester$$2016$$Grey$$86_2$$103$$image_0.jpg,86_2,0.0,Subaru$$Forester$$2016$$Grey$$86_2$$103$$image_0.jpg
bmw,535 i,2013,sedan,petrol,0.0,29479.0,,,,,,,,,,,,,,,,,,26_2$$17$$0,Dodge$$Caliber$$2006$$Black$$26_2$$17$$image_0.jpg,,0.0,
subaru,forester,2015,jeep,petrol,110.0,28225.0,185.0,0.0,1995.0,,,,207.5,,,,8.75,,,,,,,36_4$$1$$2,Hyundai$$Elantra$$2003$$Red$$36_4$$1$$image_2.jpg,,0.0,
hyundai,elantra,2016,sedan,lpg,90.0,27065.0,140.0,0.0,1598.0,,,,250.0,8.9,5.0,,,4.0,4.0,,,,,,,,,
honda,odyssey,2016,sedan,petrol,208.796,784.0,,,,,,,355.0,,,,6.6,6.0,8.0,,,,,,,,,
ford,escape,2009,jeep,hybrid,160.69835,22894.0,,,,,,,285.0,,,,7.0,,4.0,,,,,48_15$$2$$16,Lexus$$LS 460$$2006$$Black$$48_15$$2$$image_16.jpg,,0.0,
toyota,aqua,2014,hatchback,petrol,0.0,12334.0,,,,,,,,,,,,,,,,,,,,,,
porsche,911,2008,coupe,petrol,282.6203,117604.0,,,,,,,,,,,,6.0,2.0,,,,,36_21$$2$$3,Hyundai$$Sonata$$2002$$Silver$$36_21$$2$$image_3.jpg,,45.0,
toyota,camry sport,2017,sedan,petrol,0.0,23521.0,,,,,,,,,,,,,,,,,,,,,,
honda,fit rs modeli,2011,hatchback,petrol,0.0,14426.0,,,,,,,,,,,,,,,,,,,,,,
hyundai,santa fe,2017,jeep,diesel,188.6621,42337.0,,,,Semi-Auto,28676.0,,420.0,9.3,7.0,2.2,8.6,,4.0,200.0,42.8,,,85_5$$58$$3,Ssangyong$$Rexton$$2008$$Black$$85_5$$58$$image_3.jpg,,0.0,
hyundai,h1,2014,universal,diesel,0.0,30326.0,,,,,,,,,,,,,,,,,,36_24$$215$$0,Hyundai$$Tucson$$2006$$Black$$36_24$$215$$image_0.jpg,,0.0,
dodge,caliber,2010,universal,petrol,0.0,12544.0,,,,,,,,,,,,,,,,,,,,,,
hyundai,sonata,2012,sedan,lpg,142.4287,15053.0,,,,,,,250.0,8.0,5.0,,7.699999999999999,,4.0,,,,,,,,,
hyundai,h1,2010,minivan,diesel,0.0,10036.0,,,,,,,,,,,,,,,,,,,,,,
toyota,camry,2009,sedan,petrol,224.4557,20385.0,,,,,5059.0,,250.0,6.0,5.0,3.35,8.1,4.0,4.0,135.0,52.3,,,36_21$$2$$3,Hyundai$$Sonata$$2002$$Silver$$36_21$$2$$image_3.jpg,,45.0,
bmw,328,2014,sedan,diesel,0.0,941.0,,,,,,,,,,,,,,,,,,,,,,
kia,optima,2015,sedan,petrol,,18033.0,,,,,,,,,,,,4.0,4.0,,,,,43_6$$114$$1,Kia$$Optima$$2015$$Black$$43_6$$114$$image_1.jpg,43_6,0.0,Kia$$Optima$$2015$$Black$$43_6$$114$$image_1.jpg
toyota,ist,2002,hatchback,petrol,0.0,9722.0,,,,,,,,,,,,,,,,,,,,,,
toyota,aqua,2012,hatchback,petrol,0.0,17663.0,,,,,,,,,,,,,,,,,,23_2$$1$$1,Daewoo$$Lacetti$$2004$$Blue$$23_2$$1$$image_1.jpg,,180.0,
honda,civic,2013,sedan,cng,117.8206,20385.0,,,,,,,400.0,8.5,5.0,3.25,8.2,4.0,4.0,,,,,92_9$$1$$0,Toyota$$Camry$$2000$$Green$$92_9$$1$$image_0.jpg,,315.0,
lexus,is 250,2010,sedan,petrol,0.0,20610.0,,,,,,,,,,,,,,,,,,48_8$$168$$14,Lexus$$IS 250$$2010$$White$$48_8$$168$$image_14.jpg,48_8,0.0,Lexus$$IS 250$$2010$$White$$48_8$$168$$image_14.jpg
volkswagen,jetta tdi,2012,sedan,diesel,,22580.0,,,,,,,,,,,,,,,,,,,,,,
hyundai,genesis,2011,sedan,petrol,216.9987,28523.0,,,,,,,400.0,6.3,5.0,,,,,,,,,,,,,
honda,elysion,2004,minivan,petrol,0.0,8700.0,,,,,,,,,,,,,,,,,,36_4$$1$$2,Hyundai$$Elantra$$2003$$Red$$36_4$$1$$image_2.jpg,,0.0,
ford,focus,2014,sedan,petrol,110.0,15053.0,124.0,0.0,999.0,Manual,45231.5,,275.0,6.5,5.0,3.4,,,,30.0,56.5,,,64_36$$2$$0,Nissan$$Skyline$$2000$$Black$$64_36$$2$$image_0.jpg,,45.0,
toyota,camry,2014,sedan,petrol,224.4557,25089.0,,,,,5059.0,,250.0,6.0,5.0,3.35,8.1,4.0,4.0,135.0,52.3,,,,,,,
hyundai,santa fe,2014,jeep,petrol,188.6621,2587.0,,,,Semi-Auto,50884.5,,420.0,9.3,7.0,2.2,8.6,,4.0,260.0,41.5,,,16_14$$118$$0,Chevrolet$$Spark$$2010$$Blue$$16_14$$118$$image_0.jpg,,0.0,
bmw,m6,2013,coupe,petrol,3.0,141124.0,,,,,31157.0,,,,,,,,,555.0,28.5,,,64_21$$243$$0,Nissan$$Note$$2006$$Beige$$64_21$$243$$image_0.jpg,,0.0,
volkswagen,jetta,2015,sedan,petrol,140.9373,15053.0,,,,,,,250.0,7.7,5.0,,8.4,,4.0,,,,,92_9$$1$$0,Toyota$$Camry$$2000$$Green$$92_9$$1$$image_0.jpg,,315.0,
nissan,juke,2015,jeep,petrol,87.2469,3607.0,,,,,,,180.0,10.4,5.0,,,,,,,,,64_14$$1010$$0,Nissan$$Juke$$2015$$Black$$64_14$$1010$$image_0.jpg,64_14,0.0,Nissan$$Juke$$2015$$Black$$64_14$$1010$$image_0.jpg
honda,civic,2017,sedan,petrol,117.8206,63152.0,,,,,,,400.0,8.5,5.0,3.25,8.2,4.0,4.0,,,,,,,,,
mercedes-benz,e 350,2013,sedan,petrol,220.0,15681.0,196.0,0.0,1991.0,,,,,,,,,,,,,,,,,,,
volkswagen,passat,2013,sedan,petrol,160.3255,18817.0,,,,,,,250.0,7.8,5.0,,,,,,,,,92_9$$1$$0,Toyota$$Camry$$2000$$Green$$92_9$$1$$image_0.jpg,,315.0,
hyundai,veloster,2012,sedan,petrol,205.0675,11290.0,,,,Manual,60200.0,,264.0,6.0,4.0,1.6,,,,165.0,43.5,,,36_25$$19$$1,Hyundai$$Veloster$$2012$$Black$$36_25$$19$$image_1.jpg,36_25,0.0,Hyundai$$Veloster$$2012$$Black$$36_25$$19$$image_1.jpg
land rover,range rover,2013,jeep,diesel,1.2,68994.0,,,,,,,,,,,,6.0,5.0,,,,,47_13$$716$$7,Land Rover$$Range Rover$$2013$$Beige$$47_13$$716$$image_7.jpg,47_13,0.0,Land Rover$$Range Rover$$2013$$Beige$$47_13$$716$$image_7.jpg
hyundai,santa fe,2016,jeep,diesel,188.6621,54186.0,,,,Manual,26317.0,,420.0,9.3,7.0,2.2,8.6,,4.0,235.0,42.8,,,36_20$$135$$0,Hyundai$$Santa Fe$$2016$$Beige$$36_20$$135$$image_0.jpg,36_20,0.0,Hyundai$$Santa Fe$$2016$$Beige$$36_20$$135$$image_0.jpg
mercedes-benz,e 350,2014,sedan,diesel,220.0,30734.0,196.0,0.0,1991.0,,,,,,,,,,,,,,,,,,,
kia,optima,2011,sedan,petrol,,17249.0,,,,,,,,,,,,4.0,4.0,,,,,16_13$$20$$0,Chevrolet$$Orlando$$2011$$Grey$$16_13$$20$$image_0.jpg,,0.0,
mercedes-benz,e 350,2011,sedan,diesel,220.0,9879.0,196.0,0.0,1991.0,,,,,,,,,,,,,,,16_2$$28$$0,Chevrolet$$Aveo$$2009$$Black$$16_2$$28$$image_0.jpg,,0.0,
kia,avella,2010,sedan,petrol,0.0,392.0,,,,,,,,,,,,,,,,,,36_21$$2$$3,Hyundai$$Sonata$$2002$$Silver$$36_21$$2$$image_3.jpg,,45.0,
toyota,prius,2014,hatchback,hybrid,90.2297,21012.0,,,,Automatic,48832.5,,142.0,10.5,5.0,3.7,10.1,4.0,5.0,0.0,70.6,,,36_21$$2$$3,Hyundai$$Sonata$$2002$$Silver$$36_21$$2$$image_3.jpg,,45.0,
hyundai,sonata,2015,sedan,lpg,142.4287,15060.0,,,,,,,250.0,8.0,5.0,,7.699999999999999,,4.0,,,,,48_1$$32$$19,Lexus$$CT 200h$$2011$$Black$$48_1$$32$$image_19.jpg,,0.0,
mercedes-benz,e 350,2009,sedan,diesel,220.0,314.0,196.0,0.0,1991.0,,,,,,,,,,,,,,,,,,,
kia,optima,2014,sedan,petrol,,17876.0,,,,,,,,,,,,4.0,4.0,,,,,43_6$$126$$2,Kia$$Optima$$2014$$Black$$43_6$$126$$image_2.jpg,43_6,0.0,Kia$$Optima$$2014$$Black$$43_6$$126$$image_2.jpg
toyota,aqua,2014,sedan,hybrid,0.0,18817.0,,,,,,,,,,,,,,,,,,,,,,
bmw,x5,2013,jeep,diesel,269.9434,1019.0,,,,Automatic,54552.5,,390.0,,,3.7,4.949999999999999,,,252.5,41.900000000000006,,,29_9$$2$$3,Ford$$Explorer$$2003$$Red$$29_9$$2$$image_3.jpg,,0.0,
hyundai,sonata,2010,sedan,lpg,142.4287,7527.0,,,,,,,250.0,8.0,5.0,,7.699999999999999,,4.0,,,,,36_21$$1$$0,Hyundai$$Sonata$$2010$$Silver$$36_21$$1$$image_0.jpg,36_21,90.0,Hyundai$$Sonata$$2010$$Silver$$36_21$$1$$image_0.jpg
toyota,camry,2014,sedan,hybrid,224.4557,862.0,,,,,5059.0,,250.0,6.0,5.0,3.35,8.1,4.0,4.0,135.0,52.3,,,,,,,
chevrolet,cruze,2009,sedan,petrol,114.0921,4234.0,,,,,,,,,,,,4.0,4.0,,,,,,,,,
hyundai,sonata,2013,sedan,petrol,142.4287,16443.0,,,,,,,250.0,8.0,5.0,,7.699999999999999,,4.0,,,,,29_18$$309$$0,Ford$$Fusion$$2003$$Black$$29_18$$309$$image_0.jpg,,0.0,
mercedes-benz,e 350,2006,sedan,petrol,220.0,17249.0,196.0,0.0,1991.0,,,,,,,,,,,,,,,92_9$$1$$0,Toyota$$Camry$$2000$$Green$$92_9$$1$$image_0.jpg,,315.0,
hyundai,santa fe,2016,jeep,diesel,188.6621,54807.0,,,,Manual,26317.0,,420.0,9.3,7.0,2.2,8.6,,4.0,235.0,42.8,,,36_20$$135$$0,Hyundai$$Santa Fe$$2016$$Beige$$36_20$$135$$image_0.jpg,36_20,0.0,Hyundai$$Santa Fe$$2016$$Beige$$36_20$$135$$image_0.jpg
hyundai,elantra,2014,sedan,petrol,90.0,16308.0,140.0,0.0,1598.0,,,,250.0,8.9,5.0,,,4.0,4.0,,,,,,,,,
hyundai,elantra,2013,sedan,petrol,90.0,15681.0,140.0,0.0,1598.0,,,,250.0,8.9,5.0,,,4.0,4.0,,,,,,,,,
mercedes-benz,e 300,2017,sedan,petrol,190.0,314.0,181.0,0.0,1991.0,,,,,,,,,,,,,,,,,,,
ford,fusion,2016,sedan,hybrid,0.0,8781.0,,,,,65000.0,,,,,,,,,200.0,42.8,,,29_36$$4$$1,Ford$$Transit Connect$$2003$$White$$29_36$$4$$image_1.jpg,,0.0,
mercedes-benz,c 250 1.8 ტურბო,2013,sedan,petrol,,31361.0,,,,,,,,,,,,,,,,,,16_7$$15$$1,Chevrolet$$Cruze$$2011$$Black$$16_7$$15$$image_1.jpg,,0.0,
volkswagen,passat,2015,sedan,petrol,160.3255,17249.0,,,,,,,250.0,7.8,5.0,,,,,,,,,95_20$$888$$8,Volkswagen$$Passat$$2015$$Beige$$95_20$$888$$image_8.jpg,95_20,0.0,Volkswagen$$Passat$$2015$$Beige$$95_20$$888$$image_8.jpg
hyundai,accent,2014,sedan,diesel,89.48400000000001,13454.0,,,,,47000.0,,151.0,9.8,5.0,,,4.0,4.0,150.0,38.7,,,,,,,
toyota,camry,2013,sedan,hybrid,224.4557,392.0,,,,,5059.0,,250.0,6.0,5.0,3.35,8.1,4.0,4.0,135.0,52.3,,,,,,,
chevrolet,equinox,2014,jeep,petrol,126.769,1568.0,,,,,,,275.0,8.9,5.0,,8.8,4.0,5.0,,,,,,,,,
toyota,rav 4,2013,jeep,petrol,0.0,37633.0,,,,,,,,,,,,,,,,,,16_19$$1$$0,Chevrolet$$Volt$$2013$$Silver$$16_19$$1$$image_0.jpg,,0.0,
honda,fit,2014,hatchback,petrol,95.4496,30906.0,,,,,,,139.0,,,3.3,8.8,,,,,,,85_5$$58$$3,Ssangyong$$Rexton$$2008$$Black$$85_5$$58$$image_3.jpg,,0.0,
opel,astra,2001,goods wagon,petrol,90.0,7840.0,120.0,0.0,1199.0,,,,,,,,,,,,,,,,,,,
hyundai,tucson,2016,jeep,diesel,139.4459,38060.0,,,,Manual,30897.0,,400.0,6.1,5.0,1.7,7.8,4.0,4.0,30.0,61.7,,,36_24$$17$$13,Hyundai$$Tucson$$2016$$Beige$$36_24$$17$$image_13.jpg,36_24,0.0,Hyundai$$Tucson$$2016$$Beige$$36_24$$17$$image_13.jpg
toyota,prius c 2013,2013,hatchback,hybrid,0.0,55.0,,,,,,,,,,,,,,,,,,36_21$$2$$3,Hyundai$$Sonata$$2002$$Silver$$36_21$$2$$image_3.jpg,,45.0,
chevrolet,cruze,2017,sedan,petrol,114.0921,21953.0,,,,,,,,,,,,4.0,4.0,,,,,,,,,
honda,fit,2013,hatchback,hybrid,95.4496,5300.0,,,,,,,139.0,,,3.3,8.8,,,,,,,92_9$$1$$0,Toyota$$Camry$$2000$$Green$$92_9$$1$$image_0.jpg,,315.0,
citroen,c4,2005,sedan,petrol,57.0,5331.0,0.0,350.9686423,0.0,,,,,,,,,,,,,,,23_2$$1$$1,Daewoo$$Lacetti$$2004$$Blue$$23_2$$1$$image_1.jpg,,180.0,
kia,cadenza,2012,sedan,petrol,0.0,17876.0,,,,,,,,,,,,,,,,,,,,,,
nissan,wingroad,2003,universal,lpg,93.2125,7840.0,,,,,,,168.0,10.8,5.0,,,,,,,,,,,,,
mercedes-benz,e 350,2014,sedan,petrol,220.0,1882.0,196.0,0.0,1991.0,,,,,,,,,,,,,,,,,,,
toyota,aqua,2015,hatchback,petrol,0.0,33494.0,,,,,,,,,,,,,,,,,,,,,,
toyota,prius,2012,hatchback,hybrid,90.2297,15524.0,,,,Automatic,37870.0,,142.0,10.5,5.0,3.7,10.1,4.0,5.0,0.0,134.5,,,36_1$$2$$10,Hyundai$$Accent$$2000$$Blue$$36_1$$2$$image_10.jpg,,0.0,
nissan,x-trail,2003,jeep,lpg,149.8857,10976.0,,,,,,,305.0,8.0,5.0,,,,,,,,,64_41$$810$$3,Nissan$$X-Trail$$2003$$Black$$64_41$$810$$image_3.jpg,64_41,0.0,Nissan$$X-Trail$$2003$$Black$$64_41$$810$$image_3.jpg
nissan,x-trail,2001,jeep,petrol,149.8857,5645.0,,,,,,,305.0,8.0,5.0,,,,,,,,,36_4$$1$$2,Hyundai$$Elantra$$2003$$Red$$36_4$$1$$image_2.jpg,,0.0,
chevrolet,lacetti,2005,sedan,petrol,0.0,7213.0,,,,,,,,,,,,,,,,,,16_11$$46$$1,Chevrolet$$Lacetti$$2005$$Silver$$16_11$$46$$image_1.jpg,16_11,45.0,Chevrolet$$Lacetti$$2005$$Silver$$16_11$$46$$image_1.jpg
mercedes-benz,e 350,2010,sedan,petrol,220.0,314.0,196.0,0.0,1991.0,,,,,,,,,,,,,,,,,,,
toyota,highlander,2011,jeep,petrol,219.9815,22580.0,,,,,,,370.0,7.2,7.0,,6.9,6.0,6.0,,,,,,,,,
mercedes-benz,s 550,2007,sedan,petrol,0.0,38260.0,,,,,,,,,,,,,,,,,,92_9$$1$$0,Toyota$$Camry$$2000$$Green$$92_9$$1$$image_0.jpg,,315.0,
chevrolet,cruze lt,2017,sedan,petrol,0.0,19130.0,,,,,,,,,,,,,,,,,,,,,,
mercedes-benz,ml 350,2011,jeep,diesel,0.0,157.0,,,,,,,,,,,,,,,,,,,,,,
chevrolet,matiz,2007,sedan,petrol,0.0,3136.0,,,,,,,,,,,,,,,,,,16_12$$10$$0,Chevrolet$$Matiz$$2007$$Black$$16_12$$10$$image_0.jpg,16_12,0.0,Chevrolet$$Matiz$$2007$$Black$$16_12$$10$$image_0.jpg
mercedes-benz,e 350,2011,sedan,diesel,220.0,627.0,196.0,0.0,1991.0,,,,,,,,,,,,,,,66_1$$1$$5,Opel$$Astra$$2003$$Blue$$66_1$$1$$image_5.jpg,,0.0,
toyota,corolla,2006,sedan,petrol,103.6523,627.0,,,,,6329.0,,200.0,9.4,5.0,3.3,,4.0,4.0,135.0,72.4,,,,,,,
nissan,kicks sr,2018,jeep,petrol,0.0,29950.0,,,,,,,,,,,,,,,,,,,,,,
fiat,500 sport,2012,coupe,petrol,0.0,12855.0,,,,,,,,,,,,,,,,,,26_2$$17$$0,Dodge$$Caliber$$2006$$Black$$26_2$$17$$image_0.jpg,,0.0,
toyota,prius,2008,hatchback,hybrid,90.2297,10976.0,,,,Automatic,126553.5,,142.0,10.5,5.0,3.7,10.1,4.0,5.0,10.0,65.7,,,92_30$$189$$2,Toyota$$Prius$$2008$$Black$$92_30$$189$$image_2.jpg,92_30,45.0,Toyota$$Prius$$2008$$Black$$92_30$$189$$image_2.jpg
lexus,gx 470,2015,jeep,petrol,,61154.0,,,,,,,,,,,,,,,,,,,,,,
hyundai,elantra,2012,sedan,petrol,90.0,19121.0,140.0,0.0,1598.0,,,,250.0,8.9,5.0,,,4.0,4.0,,,,,34_6$$1$$15,Honda$$Elysion$$2004$$Blue$$34_6$$1$$image_15.jpg,,45.0,
volkswagen,caddy,2004,universal,diesel,93.9582,12231.0,,,,,,,250.0,10.5,7.0,,,,,,,,,,,,,
ford,transit connect,2009,goods wagon,diesel,74.0,10976.0,153.0,0.0,1499.0,,,,200.0,10.5,,,,,,,,,,92_9$$1$$0,Toyota$$Camry$$2000$$Green$$92_9$$1$$image_0.jpg,,315.0,
bmw,x5,2004,jeep,diesel,269.9434,21639.0,,,,,11442.5,,390.0,,,3.7,4.949999999999999,,,145.0,37.7,,,36_4$$1$$2,Hyundai$$Elantra$$2003$$Red$$36_4$$1$$image_2.jpg,,0.0,
dodge,caliber sxt,2010,hatchback,petrol,0.0,10976.0,,,,,,,,,,,,,,,,,,16_5$$69$$8,Chevrolet$$Captiva$$2008$$Bronze$$16_5$$69$$image_8.jpg,,0.0,
hyundai,sonata,2015,sedan,petrol,142.4287,67404.0,,,,,,,250.0,8.0,5.0,,7.699999999999999,,4.0,,,,,36_21$$2$$3,Hyundai$$Sonata$$2002$$Silver$$36_21$$2$$image_3.jpg,,45.0,
toyota,4runner,2018,jeep,petrol,201.339,10349.0,,,,,,,400.0,7.5,5.0,4.0,7.5,6.0,4.0,,,,,64_36$$2$$0,Nissan$$Skyline$$2000$$Black$$64_36$$2$$image_0.jpg,,45.0,
nissan,juke,2015,jeep,petrol,87.2469,16935.0,,,,,,,180.0,10.4,5.0,,,,,,,,,64_14$$1010$$0,Nissan$$Juke$$2015$$Black$$64_14$$1010$$image_0.jpg,64_14,0.0,Nissan$$Juke$$2015$$Black$$64_14$$1010$$image_0.jpg
mitsubishi,outlander sport,2018,jeep,petrol,110.3636,33870.0,,,,,,,,,,,,4.0,4.0,,,,,36_21$$2$$3,Hyundai$$Sonata$$2002$$Silver$$36_21$$2$$image_3.jpg,,45.0,
ford,escape,2009,jeep,hybrid,160.69835,188.0,,,,,,,285.0,,,,7.0,,4.0,,,,,36_4$$1$$2,Hyundai$$Elantra$$2003$$Red$$36_4$$1$$image_2.jpg,,0.0,
toyota,prius,2013,sedan,hybrid,90.2297,549.0,,,,Automatic,54147.0,,142.0,10.5,5.0,3.7,10.1,4.0,5.0,0.0,68.9,,,92_30$$143$$19,Toyota$$Prius$$2013$$Black$$92_30$$143$$image_19.jpg,92_30,0.0,Toyota$$Prius$$2013$$Black$$92_30$$143$$image_19.jpg
ssangyong,korando,2015,jeep,diesel,0.0,23533.0,,,,,,,,,,,,,,,,,,85_1$$125$$0,Ssangyong$$Korando$$2015$$Black$$85_1$$125$$image_0.jpg,85_1,0.0,Ssangyong$$Korando$$2015$$Black$$85_1$$125$$image_0.jpg
jaguar,e-pace,2017,jeep,petrol,0.0,627.0,,,,,,,,,,,,,,,,,,16_19$$1$$0,Chevrolet$$Volt$$2013$$Silver$$16_19$$1$$image_0.jpg,,0.0,
chevrolet,captiva,2007,jeep,diesel,0.0,6272.0,,,,,,,,,,,,,,,,,,16_7$$15$$1,Chevrolet$$Cruze$$2011$$Black$$16_7$$15$$image_1.jpg,,0.0,
ford,fusion,2014,sedan,petrol,0.0,1176.0,,,,,65000.0,,,,,,,,,200.0,42.8,,,,,,,
toyota,prius c,2012,hatchback,hybrid,0.0,16935.0,,,,,,,,,,,,,,,,,,36_4$$1$$2,Hyundai$$Elantra$$2003$$Red$$36_4$$1$$image_2.jpg,,0.0,
jaguar,x-type,2007,sedan,petrol,0.0,11000.0,,,,,,,,,,,,,,,,,,39_5$$301$$1,Jaguar$$X-Type$$2007$$Black$$39_5$$301$$image_1.jpg,39_5,0.0,Jaguar$$X-Type$$2007$$Black$$39_5$$301$$image_1.jpg
mitsubishi,outlander,2005,jeep,petrol,134.9717,13172.0,,,,,,,245.0,9.5,7.0,,,4.0,4.0,,,,,16_13$$20$$0,Chevrolet$$Orlando$$2011$$Grey$$16_13$$20$$image_0.jpg,,0.0,
toyota,camry,2013,sedan,hybrid,224.4557,314.0,,,,,5059.0,,250.0,6.0,5.0,3.35,8.1,4.0,4.0,135.0,52.3,,,,,,,
honda,fit,2003,hatchback,petrol,95.4496,40.0,,,,,,,139.0,,,3.3,8.8,,,,,,,,,,,
lexus,rx 350,2009,jeep,petrol,0.0,35570.0,,,,,,,,,,,,,,,,,,48_24$$17$$0,Lexus$$RX 350$$2009$$Silver$$48_24$$17$$image_0.jpg,48_24,0.0,Lexus$$RX 350$$2009$$Silver$$48_24$$17$$image_0.jpg
chevrolet,orlando,2013,jeep,diesel,0.0,21181.0,,,,,,,,,,,,,,,,,,16_13$$19$$0,Chevrolet$$Orlando$$2013$$Grey$$16_13$$19$$image_0.jpg,16_13,0.0,Chevrolet$$Orlando$$2013$$Grey$$16_13$$19$$image_0.jpg
ford,expedition,2007,jeep,petrol,288.95875,392.0,,,,,,,725.0,6.5,8.0,,5.7,,,,,,,16_2$$28$$0,Chevrolet$$Aveo$$2009$$Black$$16_2$$28$$image_0.jpg,,0.0,
honda,insight,2013,hatchback,hybrid,112.6007,862.0,,,,,,,,,,,,4.0,5.0,,,,,34_9$$7$$4,Honda$$Insight$$2013$$Blue$$34_9$$7$$image_4.jpg,34_9,0.0,Honda$$Insight$$2013$$Blue$$34_9$$7$$image_4.jpg
mercedes-benz,e 350,2013,sedan,diesel,220.0,5802.0,196.0,0.0,1991.0,,,,,,,,,,,,,,,36_4$$1$$2,Hyundai$$Elantra$$2003$$Red$$36_4$$1$$image_2.jpg,,0.0,
ford,escape,2011,jeep,hybrid,160.69835,314.0,,,,,,,285.0,,,,7.0,,4.0,,,,,,,,,
nissan,x-trail,2004,jeep,petrol,149.8857,10349.0,,,,,,,305.0,8.0,5.0,,,,,,,,,36_21$$2$$3,Hyundai$$Sonata$$2002$$Silver$$36_21$$2$$image_3.jpg,,45.0,
lexus,gx 470,2004,jeep,lpg,0.0,36065.0,,,,,,,,,,,,,,,,,,,,,,
subaru,forester,2013,jeep,petrol,110.0,23521.0,185.0,0.0,1995.0,,,,207.5,,,,8.75,,,,,,,92_9$$1$$0,Toyota$$Camry$$2000$$Green$$92_9$$1$$image_0.jpg,,315.0,
toyota,prius,2010,hatchback,hybrid,90.2297,706.0,,,,Automatic,67662.0,,142.0,10.5,5.0,3.7,10.1,4.0,5.0,0.0,70.6,,,92_30$$74$$1,Toyota$$Prius$$2010$$Blue$$92_30$$74$$image_1.jpg,92_30,0.0,Toyota$$Prius$$2010$$Blue$$92_30$$74$$image_1.jpg
bmw,528,2014,sedan,petrol,0.0,45473.0,,,,,,,,,,,,,,,,,,,,,,
honda,insight,2010,hatchback,lpg,112.6007,14740.0,,,,,,,,,,,,4.0,5.0,,,,,17_7$$25$$11,Chrysler$$PT Cruiser$$2000$$Blue$$17_7$$25$$image_11.jpg,,0.0,
volkswagen,jetta,2016,sedan,petrol,140.9373,314.0,,,,,,,250.0,7.7,5.0,,8.4,,4.0,,,,,95_18$$173$$5,Volkswagen$$Jetta$$2016$$Black$$95_18$$173$$image_5.jpg,95_18,0.0,Volkswagen$$Jetta$$2016$$Black$$95_18$$173$$image_5.jpg
toyota,corolla,2007,sedan,petrol,103.6523,14740.0,,,,Manual,71248.0,,200.0,9.4,5.0,3.3,,4.0,4.0,260.0,36.7,,,29_18$$309$$0,Ford$$Fusion$$2003$$Black$$29_18$$309$$image_0.jpg,,0.0,
hyundai,h1,2014,minivan,diesel,0.0,30085.0,,,,,,,,,,,,,,,,,,,,,,
honda,insight,2011,hatchback,hybrid,112.6007,188.0,,,,,,,,,,,,4.0,5.0,,,,,34_9$$14$$5,Honda$$Insight$$2011$$Black$$34_9$$14$$image_5.jpg,34_9,0.0,Honda$$Insight$$2011$$Black$$34_9$$14$$image_5.jpg
nissan,cefiro,2006,sedan,cng,0.0,6899.0,,,,,,,,,,,,,,,,,,,,,,
hyundai,elantra,2012,sedan,petrol,90.0,15681.0,140.0,0.0,1598.0,,,,250.0,8.9,5.0,,,4.0,4.0,,,,,66_1$$1$$5,Opel$$Astra$$2003$$Blue$$66_1$$1$$image_5.jpg,,0.0,
hyundai,elantra,2016,sedan,petrol,90.0,15053.0,140.0,0.0,1598.0,,,,250.0,8.9,5.0,,,4.0,4.0,,,,,,,,,
toyota,prius,2007,sedan,hybrid,90.2297,13172.0,,,,,27849.5,,142.0,10.5,5.0,3.7,10.1,4.0,5.0,0.0,85.6,,,92_30$$20$$0,Toyota$$Prius$$2007$$Bronze$$92_30$$20$$image_0.jpg,92_30,0.0,Toyota$$Prius$$2007$$Bronze$$92_30$$20$$image_0.jpg
ssangyong,actyon,2016,jeep,petrol,0.0,40092.0,,,,,,,,,,,,,,,,,,92_9$$1$$0,Toyota$$Camry$$2000$$Green$$92_9$$1$$image_0.jpg,,315.0,
bmw,x5,2011,jeep,diesel,269.9434,34497.0,,,,Automatic,70000.0,,390.0,,,3.7,4.949999999999999,,,305.0,37.7,,,8_39$$1086$$23,BMW$$X5$$2011$$Black$$8_39$$1086$$image_23.jpg,8_39,0.0,BMW$$X5$$2011$$Black$$8_39$$1086$$image_23.jpg
nissan,x-trail,2004,jeep,petrol,149.8857,10976.0,,,,,,,305.0,8.0,5.0,,,,,,,,,64_41$$1020$$16,Nissan$$X-Trail$$2004$$Black$$64_41$$1020$$image_16.jpg,64_41,45.0,Nissan$$X-Trail$$2004$$Black$$64_41$$1020$$image_16.jpg
kia,optima,2016,sedan,petrol,,29793.0,,,,,,,,,,,,4.0,4.0,,,,,34_14$$2$$5,Honda$$Odyssey$$2005$$Black$$34_14$$2$$image_5.jpg,,90.0,
hyundai,h1,2018,universal,diesel,0.0,68223.0,,,,,,,,,,,,,,,,,,,,,,
